UniqueCount	AmbigCount
30	0
597	0
42	54
267	0
71	0
83	1
59	0
11	0
238	0
4	0
828	0
63	0
42	0
117	0
22	0
33	4
48	0
0	113
214	229
40	0
45	2
24	3
453	118
23	0
4	0
0	2
123	0
1	3
1	4
33	0
19	0
0	25
1	22
0	1198
44	0
13	0
4	0
55	0
0	0
48	0
89	7
20	85
161	0
36	0
28	0
22	0
83	0
50	5
0	0
27	0
107	52
0	0
102	0
23	79
262	0
14	0
3	0
2	30
147	0
134	0
39	0
201	11
77	0
135	0
15	0
4	11
36	0
161	0
78	0
429	23
31	124
137	0
217	0
447	0
80	123
16	0
4	0
210	0
113	0
111	2028
157	0
214	24
4	0
0	4
262	0
145	0
31	0
13	6
0	162
217	180
73	0
65	20
13	0
62	0
69	0
69	0
35	241
96	687
58	0
39	0
275	0
0	0
56	0
657	1289
110	0
34	0
0	9
71	0
25	0
13	0
211	0
18	5
14	0
172	144
24	0
50	0
423	0
24	0
6	2
22	0
422	0
155	0
15874	0
1057	299
90	165
19	0
622	3
276	0
41	0
157	0
71	0
110	0
4	0
26	0
486	1180
31	0
76	0
120	0
111	0
48	0
167	0
82	18
36	0
165	4
367	0
136	0
22	202
0	55
73	0
74	0
52	6
113	0
13	0
313	0
180	80
28	46
25	7
36	0
79	0
19	0
2	0
4	0
886	0
65	0
250	0
66	0
33	0
22	0
15	0
25	0
1	34
441	0
150	0
16	0
36	0
334	0
238	0
65	0
56	0
134	124
191	14
80	0
24	0
0	3
43	0
25	0
18	20
890	0
17	0
28	0
247	0
107	15
506	0
29	3
47	0
1236	0
2036	0
32	0
978	0
51	0
31	0
102	0
2885	0
60	0
36	0
357	0
51	0
635	0
7	0
0	1007
560	0
32	0
734	0
30	0
43	0
53	0
40	0
147	0
75	0
3	131
67	0
11	0
528	0
0	0
2	8
1467	0
4	0
51	0
307	0
507	0
26	0
58	0
27	0
549	0
62	0
59	0
381	0
115	0
6	7
92	0
160	2
33	0
0	495
18	0
67	0
59	0
1637	128
121	0
159	0
950	68
0	5
387	46
762	0
99	2
85	0
95	0
231	0
79	0
58	0
614	4
2	29
17	0
34	0
98	0
629	0
15	0
320	0
84	0
143	0
6304	0
68	0
0	54
65	0
68	0
16	0
833	0
107	0
0	3
74	0
144	0
410	0
80	0
10	61
0	2590
40	3
59	0
68	0
136	0
61	0
598	0
427	0
762	0
42	0
16	0
37	0
0	9
29	0
348	0
245	0
4	0
484	0
7	0
61	0
65	0
118	0
0	7
88	194
369	0
11	22
13243	3119
32	0
39	0
17	2
0	0
73	0
56	0
34	0
347	0
11	0
255	0
13	0
166	172
20	0
31	0
515	0
1	5
88	0
1	0
28	0
35	0
115	117
173	0
27	0
9	0
54	0
106	0
68	0
239	0
25	0
61	0
254	0
41	0
423	0
183	0
63	0
19	0
28	0
35	0
9	0
78	0
29	0
3	2
0	9
116	1
21	3
28	0
0	20
224	0
91	0
31	0
268	0
243	0
56	11
248	213
77	0
0	1
54	0
19	0
102	0
7	15
42	0
65	0
295	0
113	0
37	0
64	0
115	24
31	0
52	0
165	0
18	0
61	1
81	0
1105	0
424	41
118	0
0	5
25	0
10	0
829	0
11	0
2	8
43	0
7	0
99	0
6	0
208	0
113	0
137	26
481	0
50	0
36	0
33	0
413	0
376	0
332	0
0	0
173	8
162	0
629	0
0	0
39	0
110	0
62	0
72	0
28	0
53	4
103	0
127	0
115	0
21	352
13	33
91	0
1	0
120	0
124	0
96	0
203	0
0	2
165	0
62	0
346	263
54	0
27	0
248	0
313	0
125	0
628	0
624	0
1	8
50	0
28	0
59	117
0	0
90	0
160	0
90	0
722	0
1078	0
36	229
119	0
322	0
2	7
2	0
67	0
4	0
626	0
68	0
275	0
128	0
24	0
25	0
289	0
5	0
30	0
0	0
29	0
173	0
61	0
0	0
153	0
10	11
59	0
291	0
3	2
393	0
38	0
89	0
27	0
2	0
0	15
35	0
16	0
161	0
2	47
82	0
25	0
202	0
99	0
72	0
0	3072
85	39
26	9
22	0
91	0
5	4
64	0
56	0
43	0
84	0
23	0
138	0
4	0
61	0
2	2
56	0
12	0
47	0
272	0
67	0
411	0
15	0
31	23
54	105
87	0
18	3
248	0
393	0
158	1178
0	7
41	0
105	11
34	0
21	0
43	0
114	0
0	0
115	0
29	0
635	0
293	0
281	23
96	0
8	0
51	0
144	0
0	0
69	0
147	650
47	0
398	304
0	2
67	0
12	0
3	0
20	0
95	0
74	0
45	0
178	0
0	0
3	0
111	5
0	0
132	0
56	0
101	119
83	50
43	0
87	0
16	23
1	0
27	0
213	0
5	0
25	8
247	0
33	33
0	0
8331	0
39	0
775	0
115	0
166	0
68	213
273	0
31	0
99	0
207	0
21	0
33	26
0	0
352	0
79	7
131	0
442	13
116	0
33	0
1	0
22	0
54	0
23	0
260	0
281	0
25	0
89	0
117	0
31	0
74	0
183	0
225	1178
112	0
1	1
72	0
20	0
121	0
5	0
18	30
37	0
31	39
255	0
36	0
24	33
281	0
93	0
72	0
9	0
87	0
15	0
23	7
290	0
20	0
98	0
142	0
101	0
6	0
112	0
76	0
102	62
47	0
63	37
239	0
40	0
5538	0
0	12
204	0
183	0
62	0
43	0
49	0
41	0
107	0
1	0
59	0
5	0
30	0
131	0
15	0
17	2
4	0
10	0
193	0
84	0
45	0
36	0
27	0
1	24
234	0
6	51
63	0
25	0
69	0
142	73
208	0
29	24
54	0
221	0
0	152
408	0
24	0
61	0
32	0
84	0
6	0
67	0
595	0
72	0
4	4
935	2
377	0
65	0
187	0
29	0
2316	0
71	0
1	0
89	0
1	0
43	129
117	0
1275	0
3	9
93	0
71	0
48	0
173	0
69	0
19	628
44	0
243	0
206	0
15	2
91	0
91	0
80	0
30	1
84	0
24	0
11	0
2	12
0	9
68	1
2	3
31	34
66	0
262	0
11	60
11	0
9	1
5	0
103	0
49	0
50	0
7	0
0	619
61	0
145	0
21	0
179	0
175	576
51	0
1187	0
825	0
25	0
52	0
153	16
83	0
49	0
18	0
144	80
25	0
205	21
9	3
250	0
205	0
19	0
43	0
0	297
54	2
209	26
103	0
5	0
106	0
146	0
107	0
388	0
14	0
116	0
59	0
35	0
215	0
51	15
24	0
291	0
34	0
90	0
8	0
449	0
34	0
43	0
0	1
0	69
1	0
17	0
55	10
152	0
129	0
1402	0
1	1
51	31
31	0
354	3
210	0
38	0
33	0
25	0
62	0
0	2
45	9
131	951
46	0
112	0
42	19
12	0
68	0
158	0
299	0
60	0
6	11
6	0
191	0
19	0
65	60
115	0
44	22
550	69
1497	0
109	51
7	0
13	0
14	1
141	0
1581	0
68	0
290	10
0	16
0	0
95	0
25	0
99	0
0	0
49	0
4	0
107	0
22	25
63	0
53	0
27	0
910	0
34	0
75	0
128	0
1745	0
60	0
32	0
21	172
55	0
249	0
9	0
166	0
0	22
197	0
1	7
1672	0
0	0
327	0
819	0
22	16
133	0
11	0
53	0
18	0
213	3
53	36
3	0
64	0
99	0
11	0
64	0
275	0
282	0
151	0
14	42
31	0
26	0
59	0
2103	0
136	0
40	0
71	0
41	0
95	447
47	128
141	0
1023	0
93	0
341	0
175	0
64	0
0	0
0	5
45	0
222	0
40	0
1947	0
0	7
71	0
7	57
587	1
178	86
14	0
233	0
51	0
25	0
138	0
52	0
0	93
317	0
60	0
51	0
142	0
30	0
23	0
0	0
40	0
36	0
487	0
152	0
42	0
830	2
68	0
13	27
100	0
72	0
67	0
457	0
61	0
51	0
55	0
9	0
29	0
132	0
25	0
30	0
2	10
85	0
34	0
466	0
178	24
673	2256
0	5
20	0
67	4
21	0
19	0
73	0
97	3
0	2
30	0
57	0
58	0
51	0
36	0
65	0
77	0
32	0
200	0
517	0
152	0
91	0
21	0
155	0
221	12
39	0
0	50
69	0
21	206
6	0
77	0
124	0
113	0
109	0
5	26
27	0
1028	0
88	0
32	0
59	0
25	0
18	0
1602	0
65	0
21	0
26	0
142	0
14	0
8	0
57	0
125	0
26	0
117	12
9	0
10	0
106	0
50	67
0	0
10	0
95	0
241	0
84	0
2	0
36	7
98	0
118	0
3	0
31	0
60	0
233	0
19	0
360	0
75	0
79	0
28	0
22	0
51	18
26	0
87	0
0	39
98	0
47	0
766	32
26191	0
57	0
44	0
73	28
126	0
18	0
0	0
115	0
59	0
59	0
409	0
233	0
12	0
201	0
65	0
0	1368
50	0
2028	0
57	28
42	0
41	0
423	0
19	14
46	0
43	0
31	0
116	0
65	0
0	0
13	0
153	0
385	0
3	0
301	0
19	7
96	0
306	0
45	0
2215	0
41	0
196	0
19	0
86	0
0	8
12	11
26	0
39	0
0	0
413	0
166	0
32	0
0	1
1	14
96	1
2	7
98	0
39	0
40	6
0	0
241	0
15	0
58	0
153	0
43	0
506	0
1	0
218	0
7	0
7	0
56	0
81	0
20	0
46	0
49	0
106	0
41	0
474	0
106	0
4	3
37	0
236	0
155	0
4	9
3631	0
66	0
111	0
56	0
28	0
12	50
0	0
72	0
954	0
49	0
17	17
29	553
362	10
735	3
58	0
21	0
210	0
0	0
71	0
39	0
57	0
36	0
86	0
49	0
15	0
33	0
26	0
38	0
58	0
0	0
41	0
1	0
28	0
1	1
94	76
0	24
1	0
62	0
0	5
85	0
10	0
6	0
59	0
79	0
62	0
6	0
16	0
2	50
0	1267
16	1
108	0
53	0
54	0
401	144
59	0
46	52
2	0
20	12
1139	0
26	0
358	0
4	24
47	0
153	0
58	0
48	0
41	0
6	109
41	0
123	0
32	0
189	0
31	0
129	0
1730	0
2635	0
24	0
347	0
157	0
8	0
36	34
127	0
301	5
31	0
147	0
17	0
221	0
4	0
155	0
94	0
0	1
48	0
32	0
32	0
125	0
89	0
0	0
5	0
7	0
16	0
0	0
120	0
12	4
31	47
39	8
341	0
49	0
207	0
7	0
33	0
118	0
1	0
61	0
51	0
13	0
52	0
41	0
97	0
1	30
24	0
526	0
0	7
28	253
141	0
142	0
13	0
195	484
5	35
67	0
208	0
51	0
31	0
81	21
46	0
39	0
37	7
286	3518
63	0
32	0
41	0
14	0
66	0
36	0
66	0
158	0
119	8431
39	0
17	0
84	0
1	0
50	0
107	0
42	0
70	0
54	4
211	0
123	0
72	0
263	0
144	202
9	0
78	0
20	15
46	0
0	0
16	12
96	0
91	0
37	0
19	0
241	0
17	40
94	0
44	0
113	0
47	0
29	0
47	0
44	7
104	0
