UniqueCount	AmbigCount
103	0
647	0
55	38
144	0
83	0
57	2
71	0
15	0
267	0
5	0
477	0
54	0
34	0
83	0
49	0
32	2
51	0
0	54
1009	640
52	0
55	3
16	3
545	162
47	0
3	0
0	0
144	0
0	1
5	2
34	0
29	0
0	20
8	40
0	1091
52	0
28	0
4	0
40	0
1	1
133	0
355	3
5	59
281	0
37	0
45	0
29	0
113	0
127	7
1	0
21	0
56	56
12	0
105	0
22	88
290	0
6	0
11	0
18	91
202	0
183	0
43	0
281	13
112	0
133	0
37	0
4	14
16	0
50	0
77	0
502	18
17	54
101	0
235	0
674	0
56	119
19	0
4	0
240	0
179	0
13	606
287	0
174	17
7	0
0	2
414	0
211	0
24	0
15	0
0	219
281	251
68	0
96	22
41	6
94	0
100	0
87	0
23	362
97	911
79	0
97	0
198	0
4	0
66	0
952	1492
140	0
59	0
0	13
81	0
38	0
29	0
284	0
74	83
16	0
7	14
21	0
55	0
367	0
39	0
4	15
44	0
351	0
228	0
28660	0
1022	272
115	199
27	0
580	7
235	0
41	0
184	0
76	0
54	0
0	0
29	0
565	899
60	0
74	0
189	0
68	0
41	0
174	0
33	6
47	0
163	4
490	0
219	0
19	288
112	304
89	0
75	0
93	7
105	0
27	0
256	0
125	159
17	52
43	5
92	0
74	0
67	0
8	0
3	0
2098	0
97	0
643	0
64	0
53	0
66	0
13	0
32	0
1	69
425	0
116	0
13	0
81	0
286	0
86	0
118	0
71	0
79	54
150	9
115	0
28	0
0	8
100	0
38	0
49	41
175	0
36	0
162	0
413	0
144	28
550	0
76	3
102	0
941	0
2729	0
50	0
337	0
68	0
35	0
135	0
1264	0
76	0
30	0
305	0
82	0
289	0
16	0
0	974
357	0
46	0
366	0
58	0
55	0
60	0
46	0
392	0
85	0
1	52
97	0
5	0
582	0
2	0
4	8
1318	0
18	0
92	0
242	0
385	0
32	0
66	0
47	0
612	0
100	0
65	0
316	0
85	0
2	1
168	0
138	3
32	0
0	447
21	0
44	0
121	0
1191	151
156	0
197	0
389	38
0	7
542	70
515	0
186	0
80	0
192	0
319	0
111	0
68	0
397	2
1	39
31	0
75	0
179	0
624	0
14	0
94	0
41	0
168	0
3784	0
40	0
0	42
76	0
53	0
10	0
495	0
128	0
2	6
82	0
177	0
315	0
69	0
21	127
0	7253
60	4
57	0
82	0
200	0
56	0
76	0
92	0
972	0
57	0
23	0
67	7
0	8
44	0
315	0
579	0
12	0
482	0
23	0
149	0
86	0
149	0
1	12
137	441
612	0
9	16
3384	1299
39	0
72	0
2	1
0	0
89	0
47	0
38	0
401	0
6	0
206	0
6	0
269	120
18	0
60	0
218	0
1	1
39	0
5	0
36	0
28	0
111	72
175	0
34	0
25	0
48	0
128	0
105	0
302	0
30	0
70	0
248	0
45	0
434	0
139	0
85	0
38	0
52	0
42	0
18	0
78	0
17	0
2	3
1	9
91	0
7	1
31	0
0	22
136	0
136	0
46	0
344	0
280	0
39	18
328	250
113	0
1	0
21	0
28	0
65	0
2	10
63	0
96	0
462	0
119	0
29	1
44	0
122	15
18	0
74	0
247	0
36	0
52	3
209	0
784	0
257	34
190	0
0	6
26	0
15	0
786	0
14	0
1	9
65	0
11	0
125	0
15	0
319	0
119	0
71	44
397	0
71	0
47	0
55	0
363	0
438	0
451	0
0	0
302	18
132	0
614	0
0	0
39	0
90	0
44	0
345	0
37	0
84	4
84	0
73	0
243	0
31	613
10	44
149	0
1	0
159	0
223	0
82	0
295	0
0	2
152	0
85	0
378	376
22	0
39	0
274	0
233	0
166	0
174	0
1094	0
1	7
81	0
62	0
33	72
0	0
98	0
198	0
111	0
309	0
710	0
12	171
149	0
91	0
0	1
0	0
124	0
3	0
573	0
62	0
217	0
68	0
18	0
41	0
288	0
13	0
60	0
0	0
65	0
179	0
92	0
0	0
248	0
16	24
88	0
118	0
6	9
331	0
35	0
103	0
46	0
1	0
0	9
45	0
19	0
189	0
2	113
75	0
40	0
83	0
146	0
106	0
0	9259
136	40
54	13
13	0
109	0
0	7
75	0
71	0
46	0
89	0
33	0
92	0
16	0
93	0
5	4
92	0
19	1
67	0
236	0
92	0
231	0
4	0
20	18
23	72
123	0
18	9
431	0
302	0
564	4110
0	9
58	0
210	14
56	0
27	0
59	0
119	0
2	0
114	0
77	0
762	0
392	0
360	22
114	0
26	0
77	0
174	0
0	0
102	0
175	680
67	0
198	136
0	1
81	0
19	0
5	0
44	0
41	0
84	0
60	0
70	0
0	0
1	0
61	1
1	0
109	0
86	0
200	109
116	62
57	0
82	1
29	94
3	0
20	0
236	0
5	0
54	12
192	0
42	45
0	0
9228	0
73	0
2572	0
140	0
130	0
99	250
215	0
51	0
139	0
258	0
34	0
64	37
0	0
250	0
104	9
210	0
607	17
142	0
60	0
0	0
25	0
49	0
48	0
277	0
148	0
38	0
88	0
100	0
29	0
41	0
238	0
706	4110
78	0
4	2
112	0
62	0
256	0
6	0
17	27
36	0
37	40
355	5
66	0
62	44
288	0
108	0
64	0
24	0
104	0
15	1
33	15
189	0
47	0
109	0
45	0
66	0
13	0
42	0
122	0
157	46
80	0
82	31
227	0
47	0
2080	0
0	7
270	0
138	0
92	0
32	0
93	0
62	0
116	0
1	0
118	0
9	0
65	0
161	0
12	0
17	1
2	0
28	0
92	0
112	0
46	0
84	0
39	0
0	24
801	0
27	81
83	0
33	0
131	0
230	124
318	0
54	18
64	0
234	0
0	207
297	0
102	0
92	0
11	0
122	0
7	0
82	0
577	0
85	0
3	2
1025	6
599	0
88	0
201	0
47	0
3090	0
85	0
1	0
84	0
6	0
27	132
176	0
764	0
1	10
59	0
108	0
72	0
335	0
107	0
59	1115
51	0
386	0
320	0
18	2
126	0
125	0
75	0
47	8
381	0
21	0
61	0
6	35
0	12
141	5
4	9
89	44
108	0
278	0
15	58
17	0
7	1
5	0
79	0
84	0
79	0
2	0
0	874
60	0
177	0
165	0
177	0
187	817
65	0
806	0
1352	0
42	0
74	0
153	6
213	0
51	0
50	0
150	159
46	0
170	10
23	1
270	0
206	0
21	0
64	0
0	36
163	15
156	22
108	0
0	0
140	0
225	0
226	0
359	0
32	0
147	0
86	0
43	0
241	0
48	21
44	0
294	0
68	0
123	0
5	0
234	0
45	0
41	0
0	0
0	56
1	0
27	0
88	21
166	0
232	0
917	3
0	0
50	20
46	0
396	8
237	0
84	0
35	0
24	0
61	0
0	1
64	21
103	1310
70	0
180	0
24	12
29	0
74	0
185	0
377	0
73	0
5	28
5	0
186	0
22	0
90	74
75	0
77	16
475	71
802	0
93	41
14	0
42	0
7	3
143	0
642	0
98	0
207	4
0	10
0	0
9	0
55	0
122	0
0	0
88	0
132	0
70	0
45	49
98	0
79	0
72	0
425	0
49	0
122	0
167	0
2159	0
114	0
45	0
10	120
127	0
239	0
9	1
164	0
8	34
120	0
1	2
