"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YKL144C",27.1250589883982,-0.842418982978123,0.363703969137522,-2.31622158255741,0.0205461733627954,0.0422274944251928
"YHR107C",108.174256470352,-0.535993835794878,0.231448575124288,-2.31582257746478,0.020567957971965,0.042258533533043
"YIL033C",249.701792217267,-0.470746135347442,0.203381833908696,-2.3145928340816,0.0206352254147217,0.0423829702899319
"YJL131C",91.1961036794958,-0.938196340470576,0.405394778183445,-2.31427830588887,0.0206524610037669,0.0424045985025395
"YER084W",4.62470191276241,-2.02317789070258,0.874372621932309,-2.31386235107806,0.0206752738672029,0.0424376604791273
"YDR261C",126.737926404079,-0.675957398839282,0.292527382859705,-2.31074914160589,0.0208467151661996,0.0427635816558151
"YIL055C",36.7105201912768,-0.799907745696286,0.346188828580034,-2.31061108753068,0.0208543462723804,0.0427635816558151
"YKL149C",27.0912422365825,0.808569285986668,0.349934284084568,2.31063180363106,0.020853201009605,0.0427635816558151
"YNL312W",46.0175117375657,-0.631589891143818,0.273422739338333,-2.30993915382542,0.0208915229955845,0.0428259291488092
"YKL100C",209.353322147638,-0.500218448879244,0.2166420379515,-2.30896299540549,0.0209456347576232,0.0429229404430359
"YHR103W",163.92680029266,-0.395246039182063,0.171228982093596,-2.30828936988025,0.0209830472870455,0.0429856789903712
"YIR010W",59.3989330627013,-0.7563315673583,0.327812498558059,-2.30720784193756,0.0210432361374643,0.0430950211571645
"YKL096C-B",6.80924557246124,-1.5593464438128,0.676060129379561,-2.30652034641335,0.0210815745785774,0.0431595589624226
"YIL024C",74.1141570711159,0.611318713562918,0.265118640939508,2.30583074579959,0.0211200915329462,0.0432104363812203
"YPR041W",74.7830550863929,-0.617092600642466,0.267610704108088,-2.30593392255798,0.0211143248006246,0.0432104363812203
"YMR118C",134.983350324415,0.480958118389218,0.208628866531422,2.305328722652,0.0211481700837027,0.0432538899124632
"YBL102W",56.9359059925434,-0.631777609671068,0.274351799371037,-2.30280104274674,0.0212900398403573,0.0435299747657353
"YDR267C",33.4926081477939,0.812271736688189,0.35296466403535,2.30128344124226,0.0213756151008083,0.0436845487812046
"YLR051C",54.6726522093635,-0.853120884623535,0.370726210422729,-2.30121545398893,0.0213794557997831,0.0436845487812046
"YDL146W",21.0861649524752,0.984781809972847,0.428366660857927,2.29892262857371,0.0215093332001783,0.0439357309941627
"YGR020C",122.131208193541,-0.442783210275536,0.19266119060832,-2.29824807413194,0.0215476739696268,0.0439998353838941
"YER166W",324.619612505829,0.538868856836275,0.234539483906589,2.29756136519382,0.0215867666877632,0.0440654333548787
"YJR112W-A",25.5467817340061,-0.905403301627479,0.394339614938896,-2.29599884801778,0.0216759472431981,0.0442332011506888
"YOR209C",109.600820439314,0.580546233720961,0.252885795878239,2.29568541682936,0.0216938748706782,0.0442555047361836
"YEL023C",40.5257597210264,0.809324310168105,0.352819863938385,2.29387399318719,0.0217977376544395,0.0444530451230813
"YML097C",49.2453767151439,-0.682355771427549,0.297489610467163,-2.29371294801191,0.0218069925191373,0.0444575824277963
"YOL035C",63.1646297230103,-0.766079147886693,0.334406976256301,-2.29085875080412,0.0219715843699845,0.0447786978910028
"YCR004C",115.071425762559,-0.543698313872228,0.237462996759853,-2.289612787217,0.0220437730652397,0.0448968827261115
"YMR028W",80.5970042369722,-0.592909098943933,0.258948255885638,-2.28968176254404,0.0220397713815778,0.0448968827261115
"YLR263W",34.1137426136669,-0.743117095132131,0.324852413376487,-2.28755294568459,0.0221635687855022,0.0451263390210933
"YHR184W",5.80782806689783,-1.76988526406707,0.774083658444838,-2.28642633746181,0.0222293289916725,0.0452456635157184
"YHR192W",36.0086386842172,-0.775752369203018,0.339662667070773,-2.28389059031142,0.0223779617839023,0.045533536139446
"YNL301C",78.6001076233831,-0.627984333336665,0.275032532505241,-2.28330927842036,0.0224121568650303,0.0455884464504509
"YHR066W",68.8360861263499,-0.813613570500136,0.356520060965606,-2.28209758602792,0.0224835794944657,0.0457043255297335
"YMR183C",38.8093577900968,-0.711510047202762,0.311777802164947,-2.28210617389091,0.0224830725916212,0.0457043255297335
"YER009W",139.430588763565,0.518492771598198,0.227409436999707,2.27999672502099,0.0226078827141166,0.045942239808507
"YER107C",49.8431306726131,0.722529384829534,0.317064639210093,2.27880783751093,0.0226784908091098,0.0460709206157438
"YNL106C",33.1541503966086,0.737560815015892,0.323765410614616,2.27807168658243,0.0227223068522016,0.0461451087133342
"YJL198W",43.4336976256105,0.714256549439153,0.313604486917856,2.27757120588087,0.02275213768333,0.0461908567285326
"YHR153C",5.17684666218647,-1.85114620856217,0.813670640809455,-2.27505592031761,0.0229025754744994,0.0464813502248827
"YDL054C",98.2869562931061,0.634923272854146,0.279109812373004,2.27481530461434,0.0229170117432819,0.0464957273867548
"YDR465C",30.6056134331001,0.831358716523862,0.365707731671529,2.27328723055429,0.0230088765410406,0.0466671376669469
"YBR028C",61.3996217792135,0.624827103161647,0.274909697248688,2.27284489930676,0.0230355282438468,0.0467062137268635
"YJL127C-B",26.036789691638,-0.797576695840199,0.350976167866667,-2.27245257331316,0.0230591894218301,0.0467392031742479
"YCL029C",20.4254614016896,1.01589962054069,0.447111785363103,2.27213787199922,0.0230781843091466,0.0467627162995973
"YAL018C",1.99929563994558,-3.5004477705407,1.54123944294075,-2.27119010389567,0.0231354722429286,0.0468637816990008
"YJL174W",221.940865136385,-0.452768957304232,0.199435563570212,-2.27025185076799,0.0231923066381932,0.0469638639705199
"YFL024C",97.8223708021581,-0.479591062624227,0.2113290145033,-2.26940471828462,0.0232437255299151,0.0470529194145912
"YBL046W",39.6476754214455,0.671165642059778,0.295819709364332,2.26883341715805,0.0232784579820416,0.0470930800634777
"YJL121C",46.9363125299193,-0.636208254016811,0.280403138949556,-2.26890560640715,0.0232740667257915,0.0470930800634777
"YFL023W",146.62390502125,-0.954894565474969,0.420993136422868,-2.26819509122786,0.0233173185194141,0.0471566109103852
