"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YLR257W",688.396566991018,1.84394769814717,0.155444377982788,11.8624277190092,1.85516834715543e-32,2.55045317987195e-30
"YNL030W",662.887503394382,-2.15438792532182,0.18206923882934,-11.8327947058712,2.64196409043127e-32,3.55484700167815e-30
"YHL028W",166.884427570911,2.68787691407596,0.228314430137785,11.7726983461092,5.39701403286669e-32,7.11056598830186e-30
"YGL055W",2398.2134319302,2.05490272050978,0.175117953779099,11.7343920264276,8.49344316021436e-32,1.09617417439175e-29
"YKR034W",280.19186063483,2.32585920045321,0.19834864821815,11.7261157126474,9.3658808223423e-32,1.18459660640985e-29
"YCL025C",754.274613616541,-3.53598746785382,0.303356474812693,-11.6562122830479,2.13322620846398e-31,2.64520049849534e-29
"YBL048W",190.968969519831,2.6973016316474,0.234131025373943,11.5204793014484,1.04030698455199e-30,1.26517334044361e-28
"YOR247W",146.822433418705,-2.8943965580997,0.257228743722903,-11.2522283326845,2.25813900361235e-29,2.69442850166878e-27
"YJR095W",99.585228342803,-3.77499426274029,0.338307336301696,-11.1584759113052,6.50979822707138e-29,7.62369703481471e-27
"YOR047C",75.6365656560079,2.91583084681336,0.261611410549663,11.1456562261065,7.51879727666854e-29,8.64524981411852e-27
"YHR092C",227.166087846358,2.41174965666186,0.217736208447206,11.0764749412206,1.63170950066767e-28,1.84266622896827e-26
"YIL053W",100.132163004655,2.90385650439049,0.264061959782219,10.9968755317328,3.95602419148032e-28,4.38910473454764e-26
"YJL158C",245.149334884689,-2.50497084084789,0.228538416933205,-10.9608304567018,5.89558581092385e-28,6.42822149453145e-26
"YDR524C-B",1501.90853912493,-1.47182784364134,0.134887850552131,-10.9114930486086,1.01574224854219e-27,1.08873796267472e-25
"YEL069C",436.46585185261,-9.2673264021036,0.855967775903024,-10.8267234620215,2.57194348474892e-27,2.71082843292537e-25
"YKL165C",131.323632080431,-2.6522197871952,0.245383079097799,-10.808486864484,3.1380334604171e-27,3.25326616453733e-25
"YJR138W",289.320294764268,1.7637055682279,0.164136600421827,10.7453521255785,6.23236493247523e-27,6.35701223112474e-25
"YPL106C",1652.59254754251,-1.85480792730462,0.175037018120273,-10.596660907638,3.08809818757301e-26,3.09986237114471e-24
"YMR118C",134.983350324415,2.46770274711817,0.233063524082726,10.5881122188913,3.38346292678065e-26,3.34328430452513e-24
"YGR067C",84.2325028318782,-3.12036097037191,0.296491693190387,-10.5242778871657,6.6771451814664e-26,6.49634863501438e-24
"YFR015C",201.353786707172,-2.74048039955088,0.263161880334936,-10.4136678004541,2.14783525943219e-25,2.04679719908086e-23
"YKL016C",1021.93734205709,-1.58999575828366,0.152696905721769,-10.4127568975157,2.16849165620521e-25,2.04679719908086e-23
"YOR317W",569.969248031977,1.55445635455503,0.150374107725732,10.3372607030873,4.78005934481827e-25,4.44545519068099e-23
"YKL071W",367.063802532863,-3.33831955694193,0.323918043209054,-10.3060623726583,6.61566239856277e-25,6.06339840703057e-23
"YMR122W-A",351.395746620868,-2.51024606330557,0.244185012479248,-10.2800988390673,8.66387070259594e-25,7.8271883318881e-23
"YDL055C",473.771457777658,-1.68190649100937,0.163646478618314,-10.2776821426889,8.88383561685769e-25,7.91286992126873e-23
"YMR002W",416.952437423004,-1.73223953965301,0.169008239707649,-10.2494383862553,1.19033136762595e-24,1.04550771789813e-22
"YNR001C",1750.46142339817,-1.57745173314735,0.154851480490813,-10.1868689156055,2.26956352244875e-24,1.96612598848848e-22
"YOR161C",118.379154668624,2.5816552414951,0.253591292945385,10.1803780859743,2.42616868039016e-24,2.07339063983613e-22
"YMR271C",127.267246354107,2.29746881509686,0.225837668481689,10.1730983610608,2.61456917438823e-24,2.20460472784415e-22
"YPL111W",161.206393313698,-2.39401643806992,0.236157921220458,-10.1373539608483,3.77177773657052e-24,3.1385161060621e-22
"YOR348C",675.853807205218,2.30432650066307,0.227882725116586,10.1118963689949,4.89278961614541e-24,4.01844175746799e-22
"YDR545W",50.4481665441381,6.18809873852656,0.612049896071073,10.1104481485084,4.96566078377906e-24,4.02600497392549e-22
"YLR159C-A",19547.9125305984,-3.81598382297552,0.378101087161192,-10.0924962994055,5.96333802245588e-24,4.77368982962165e-22
"YCR012W",3935.21648897136,2.10376429050141,0.209206775221275,10.0559089841918,8.65192578338851e-24,6.83934733176862e-22
"YHL050C",274.571655408655,2.43954911736382,0.243531162516937,10.0174002051756,1.27820956258431e-23,9.97950280713972e-22
"YDR074W",753.231778789185,1.53292237083012,0.155095924913367,9.88370501472799,4.89874404668969e-23,3.77800699405678e-21
"YEL071W",265.271655585858,-2.21498946064575,0.22419492671951,-9.87974836476526,5.09607165651184e-23,3.88283821153987e-21
"YMR305C",342.619030944165,-3.7785860137106,0.38270097285456,-9.87346853478368,5.42553664685264e-23,4.0846540184162e-21
"YDL223C",1013.93716069407,1.8882279969606,0.191732900668519,9.84822109495486,6.9767844699034e-23,5.19072764560813e-21
"YLR446W",70.774676879924,2.63986279392184,0.26830492792169,9.83903953747855,7.64370477309307e-23,5.62078941686519e-21
"YLR303W",1176.36242370118,-2.37950820332384,0.24240376118545,-9.81630066995292,9.57945448876219e-23,6.96327243527955e-21
"YOR386W",42.332692040367,5.7142416930645,0.582899219176708,9.80313835577845,1.0914088543291e-22,7.84326090315592e-21
"YFL068W",75.1854358909797,2.57477949998349,0.263255427649549,9.7805371876742,1.36484205649705e-22,9.69804625313181e-21
"YLR024C",286.008720210958,1.5566495959288,0.15933846977003,9.76945240013586,1.5227286130159e-22,1.06997063874584e-20
"YNR067C",246.171918200413,-2.02219887405066,0.20708660957381,-9.76499097750646,1.59126171793887e-22,1.10583946200499e-20
"YLR044C",1344.33605780977,2.10127564269764,0.215220736172784,9.76335124609317,1.61720998864126e-22,1.11165608349645e-20
"YCR013C",2223.30777945056,2.11657903702201,0.216953890198655,9.7558934531386,1.74061163080925e-22,1.18361590895029e-20
"YLR174W",225.326689829351,-2.83363262478588,0.291258403549352,-9.72893001628273,2.26967724607564e-22,1.52696158555132e-20
"YGR256W",294.17550594062,2.12743406224549,0.219411483174515,9.69609261769302,3.13266485135962e-22,2.08536552842086e-20
"YPL171C",560.942334225449,-2.41965764903503,0.251762129975509,-9.61088806037039,7.19259305150645e-22,4.73812067267987e-20
"YJR094W-A",187.042702006623,-2.11871017024868,0.221545530220877,-9.56331715713861,1.14041615237068e-21,7.43504303875484e-20
"YAL012W",97.4374812631762,-2.63095034018633,0.275284741774044,-9.55719638956901,1.20989827072406e-21,7.8075476163867e-20
"YOL126C",197.060509910482,2.01809952042153,0.21330754136189,9.46098533383637,3.05054875794983e-21,1.94865357022977e-19
"YOL086C",1203.7134076032,1.65047357829028,0.174919032923751,9.43564316988733,3.8860275333616e-21,2.45752381209787e-19
"YOR020C",508.850182126195,-1.65983107008427,0.176294608695242,-9.4150982969286,4.72639948395645e-21,2.95938122143966e-19
"YKR076W",341.691166544295,-2.03505947151737,0.217096491110643,-9.37398601472653,6.98438532839637e-21,4.33031890360575e-19
"YGR052W",50.747542873782,3.38822924934259,0.362450234079648,9.34812266833307,8.92171609000967e-21,5.4777604420603e-19
"YJL116C",1138.59717372667,2.86897358769728,0.308992241816256,9.28493728785376,1.61802431239531e-20,9.83883245344997e-19
"YMR250W",246.928021174667,1.83450334060884,0.199042031713544,9.216663057625,3.06489803816869e-20,1.84594430413132e-18
"YCR011C",366.719136319531,1.39650132429115,0.152711240241699,9.14471863420716,5.97852897891041e-20,3.56681294930466e-18
"YKL152C",1709.61597525186,1.43172924635881,0.157198177577296,9.10779799374468,8.4070918280246e-20,4.96882698321753e-18
"YJR096W",838.068942551883,1.41217858519525,0.155107678248989,9.10450469723572,8.6660950252782e-20,5.07448008702401e-18
"YAL060W",307.511838528651,2.31739018191483,0.255114621025022,9.08372155466362,1.0492447217024e-19,6.08754460554679e-18
"YGR248W",167.196316515491,2.29327061379737,0.254500902632028,9.01085453953422,2.04457057013947e-19,1.17544220777836e-17
"YOR375C",773.963566044499,-1.76409005069234,0.196166099410523,-8.99283849754579,2.40926132543878e-19,1.37262780379052e-17
"YBR068C",153.051324627277,-2.07412388023475,0.231134343171396,-8.97367241828142,2.86789309716679e-19,1.61933535236453e-17
"YOR274W",107.100671139253,1.91133922285488,0.213799342395418,8.93987418969649,3.89613684863158e-19,2.18045747174744e-17
"YER169W",216.088587864721,1.68101903105204,0.188694453699665,8.90868278369023,5.16424392359965e-19,2.86479636603896e-17
"YAL061W",169.653500427335,1.7113464943271,0.194596826205668,8.79431863147856,1.43918634233759e-18,7.91427341647213e-17
"YDR322C-A",532.502068447698,-1.45380460049529,0.165895568256878,-8.76337213688657,1.89494814780198e-18,1.03307345574998e-16
"YJR048W",506.017754789586,-1.29626588395075,0.147977381387323,-8.75989203078167,1.95437480807878e-18,1.05636463985387e-16
"YER103W",1564.42266435057,-2.41179392537897,0.276567321515066,-8.72045877353442,2.77076819386786e-18,1.48494390322206e-16
"YIL119C",386.198419177481,2.48993622288317,0.286143688669207,8.70169890680911,3.26952104883233e-18,1.73751690023661e-16
"YJL159W",563.398631328392,-2.3364690438624,0.26856922794257,-8.69969006412761,3.32791833348425e-18,1.7538129617462e-16
"YDR032C",301.580395179535,-1.60756070066749,0.184843428067138,-8.69687777097276,3.41140555542119e-18,1.78295278780856e-16
"YNL195C",225.805968952288,1.99839700779749,0.231144728482183,8.64565253518869,5.34986796151744e-18,2.77316106464232e-16
"YDR070C",1191.00197446057,2.79691807200672,0.323697052002887,8.64054230553133,5.59468186722853e-18,2.87648521368726e-16
"YML087C",278.719480438716,-1.87045961738495,0.216951130035422,-8.62157121320161,6.60415937714023e-18,3.36812128234152e-16
"YBR294W",160.401947826821,-2.07450137533547,0.240659054219899,-8.62008446787926,6.6904740952283e-18,3.3848446542579e-16
"YMR304W",446.080458296184,1.19358184692639,0.138646099427798,8.60883827134254,7.38046866828415e-18,3.70429236970071e-16
"YOR384W",26.9195562921029,4.88075885301795,0.569202351246001,8.57473417376759,9.9315915063534e-18,4.94546336111645e-16
"YPL201C",71.9746152675004,-3.81740128311533,0.445618342102297,-8.56652638018881,1.06653472229688e-17,5.26934811234801e-16
"YKR033C",43.2418131627388,2.61786978014341,0.307357273123904,8.51735100827786,1.63244161160276e-17,8.00276027269446e-16
"YHR008C",995.563169634814,-1.10639163505116,0.130124611668122,-8.50255475015727,1.8546314051766e-17,9.02206846641293e-16
"YLR216C",225.71664571819,-2.36217048460254,0.277994683911096,-8.49717861999827,1.94254399391642e-17,9.37759405918127e-16
"YNL134C",951.499181329549,-1.35999393379662,0.160070344211473,-8.49622670892676,1.95853291693684e-17,9.38315315659742e-16
"YPL135W",436.282856300384,-1.52944790109692,0.180422929219699,-8.47701513167726,2.31044907196375e-17,1.09859247602246e-15
"YNL052W",1267.60353440852,-1.46224226463473,0.172610279055722,-8.4713510263354,2.42563060255379e-17,1.14475283063807e-15
"YJL079C",295.484723280961,1.7672455134048,0.209642075095972,8.42982265175428,3.46189476402514e-17,1.62170536945889e-15
"YBR189W",367.572856705084,-1.55479611307543,0.18458953866481,-8.42299148869278,3.66991143554169e-17,1.70650881752689e-15
"YNL339C",218.370347084403,2.84073096679287,0.338198329582845,8.39960082090531,4.47998930855204e-17,2.06798922534913e-15
"YER065C",242.606558153336,-1.47741007786567,0.176088574921334,-8.39015295867831,4.85510072944494e-17,2.22490268210216e-15
"YGR296W",60.0238622417635,10.0733228799797,1.20317050015346,8.37231537732585,5.64969967304038e-17,2.57041012462643e-15
"YCR032W",156.584704896271,1.69485789601137,0.202617551492862,8.36481283839362,6.02104261287151e-17,2.71979096312853e-15
"YAL038W",1617.93650195678,1.33159799470853,0.159326843937628,8.35764998414086,6.39799380736294e-17,2.86956828636618e-15
"YKL043W",336.677048648215,1.42628016215402,0.171200768783256,8.33103830251909,8.01363967077101e-17,3.56889135760253e-15
"YKL060C",8776.49707903851,1.16213268562917,0.13963707442546,8.32252244191442,8.61108118790347e-17,3.80814527498612e-15
"YDL004W",682.946516309828,-1.1484975276853,0.13803041867222,-8.32061178060057,8.75104381471714e-17,3.81666214374284e-15
"YKR031C",300.596577219981,1.67571126007993,0.201387843085997,8.32081636310275,8.73595082976331e-17,3.81666214374284e-15
"YBR162C",269.149012856405,-2.61147752094339,0.315040537512707,-8.28933806919387,1.13880437775361e-16,4.93273896226974e-15
"YDR223W",93.8345098261705,1.91020044875475,0.230512962921454,8.28673765043592,1.16396992579037e-16,5.00744612972672e-15
"YDR242W",136.600055189609,1.67016058149569,0.201888613434905,8.27268340239603,1.30977163470699e-16,5.5590575958973e-15
"YPL223C",190.818840045836,2.4075269033115,0.291009458898446,8.27301941464267,1.30608421271227e-16,5.5590575958973e-15
"YGL062W",752.359915075356,-1.39532021103935,0.168705646107256,-8.27073807685288,1.33132238912116e-16,5.61285519253479e-15
"YPR202W",69.0658360513278,3.19314113126783,0.386480815834333,8.26209478049899,1.43137973360137e-16,5.99473207635437e-15
"YLR053C",78.498693950188,2.2590702138295,0.27395969679082,8.24599472218862,1.63791900385057e-16,6.81460511865198e-15
"YGR019W",102.741178822558,1.86314166555184,0.226703981855808,8.2183896828811,2.06253842469443e-16,8.52515882207031e-15
"YER052C",294.491780669357,-1.62897982640575,0.199040797695539,-8.18415041170354,2.74231390310711e-16,1.11998508682901e-14
"YOL055C",111.457361241701,1.95749587898723,0.239184842518495,8.18402980044967,2.745061487326e-16,1.11998508682901e-14
"YHR140W",74.2112896845705,2.1064100997742,0.257988577116686,8.1647417235124,3.22123677887105e-16,1.30583983266542e-14
"YOL002C",211.801639982767,1.85946233758426,0.228005147260091,8.15535245554404,3.48163032317224e-16,1.4024095645695e-14
"YPL250C",73.1610390567198,-2.55540152852078,0.313945867619056,-8.1396246681021,3.96505138004921e-16,1.58702436249565e-14
"YHL032C",328.357627015713,-2.16507161469264,0.266781116671943,-8.11553546855794,4.8364742066808e-16,1.92363917503455e-14
"YNL074C",190.070024191708,1.64098435743153,0.202710452157366,8.09521334478411,5.71640755194637e-16,2.24537648189496e-14
"YPL061W",493.571507390011,-1.49050060796643,0.18411083515951,-8.0956702340473,5.69499092492978e-16,2.24537648189496e-14
"YCR098C",131.882210018248,-1.77641318068289,0.219564378192424,-8.09062560742918,5.93590504764944e-16,2.31720145193426e-14
"YLR237W",147.405542999281,1.6324534105676,0.202143344394914,8.0757217876953,6.70786644009009e-16,2.60248756853557e-14
"YDR500C",392.59483936792,-1.22055469343556,0.151218248621647,-8.07147751386428,6.94525146227323e-16,2.67815672240341e-14
"YOR248W",83.7466324364322,-3.15956806322214,0.391546360501887,-8.06946094243396,7.06092165531593e-16,2.706258699892e-14
"YKL062W",488.847606305614,1.15998559137721,0.144951762392007,8.00256286805365,1.21855920771449e-15,4.61534592465074e-14
"YPR026W",228.159326398307,1.49328573841299,0.18660148157524,8.00253956081736,1.21878995796438e-15,4.61534592465074e-14
"YLR142W",2629.72073539181,1.04626758715915,0.130764969013203,8.00113054019467,1.23282003012861e-15,4.64068682769841e-14
"YPR167C",274.576102852868,-2.14421621288806,0.268170803808062,-7.99571087694822,1.28828373717339e-15,4.82077299046421e-14
"YFL056C",59.8250388475689,-3.38790470032331,0.424533272113044,-7.98030430797703,1.45972958558491e-15,5.43019405837585e-14
"YPL271W",1545.72876710504,-1.66118929388458,0.208384225107956,-7.97176126467338,1.56428772248006e-15,5.78512020875082e-14
"YHR193C",336.774729822284,-1.30388349489337,0.163842265367828,-7.95816324906234,1.74611878982723e-15,6.42003210864385e-14
"YNL037C",1024.35551643912,-1.3551097442592,0.170524945062219,-7.94669509358158,1.91553108118045e-15,7.00220725860412e-14
"YER132C",178.570004084148,1.45623130292757,0.183697178713937,7.92734713250709,2.23876840508964e-15,8.13676516884302e-14
"YBL030C",488.56219361418,-1.21758123518693,0.154140346414067,-7.89917282212501,2.80760375780641e-15,1.01458778082101e-13
"YPR035W",907.028287515328,1.71384914408994,0.217046965133738,7.89621335195319,2.8750438477481e-15,1.0330555280204e-13
"YKL164C",364.105815535257,-1.5170412871878,0.192406915712532,-7.8845465692842,3.15679667566147e-15,1.12788599869396e-13
"YDL168W",793.262797172864,-1.23499864490281,0.15681262220791,-7.87563288920316,3.39022321226242e-15,1.20448155024424e-13
"YBR196C",1052.64234427011,1.41952951736304,0.18058202600655,7.86085718913989,3.81513559741334e-15,1.34038430655789e-13
"YJL190C",169.927780220871,-2.13200727436324,0.271197398762895,-7.8614591588588,3.79684231509251e-15,1.34038430655789e-13
"YLR189C",345.910070644598,1.15619668700344,0.147304754449063,7.84901133251095,4.19329732392819e-15,1.46510565063657e-13
"YCR079W",88.7157593280671,1.99494767583374,0.254879775427936,7.82701441291008,4.99591835797073e-15,1.73594437889049e-13
"YJR045C",1189.09834945914,-1.09113442773581,0.139825223382371,-7.80355933887513,6.0185086124218e-15,2.06853524266062e-13
"YLR178C",886.757162273901,1.810854421543,0.232048168742705,7.80378673684287,6.00766826445494e-15,2.06853524266062e-13
"YOR393W",71.9272868905404,2.51472039129725,0.323316913198958,7.77788073755912,7.3749544592651e-15,2.5210384865077e-13
"YOL058W",460.565691793544,-1.67611448518299,0.215897022148204,-7.76349052203421,8.26233000464858e-15,2.80919220158052e-13
"YJR121W",3581.03749213552,-1.13015978891565,0.145784800197983,-7.75224706129059,9.02805214441746e-15,3.05312308883936e-13
"YMR315W",291.074441410729,1.34637414623861,0.174699331022735,7.70680768126922,1.29003980649541e-14,4.33947432780692e-13
"YFL033C",309.47723211227,1.21897082288646,0.158325317727707,7.69915286058597,1.36971238355021e-14,4.58310111829182e-13
"YPR006C",112.157094755365,-2.02789512400581,0.263771794172546,-7.68806661215363,1.4937503876992e-14,4.9718302377946e-13
"YLR164W",45.9750468480034,2.77300932452734,0.360923046403847,7.68310406375251,1.55279350267481e-14,5.14129115754737e-13
"YGR049W",49.2149756339956,2.17698792596078,0.283376137763632,7.68232619422824,1.56225422806736e-14,5.14567486369686e-13
"YPL054W",76.7309608667123,1.85044517521357,0.24097918740904,7.67885888864175,1.60511923950736e-14,5.25946843038576e-13
"YDL081C",246.599438746752,-1.28521810386096,0.1676389904171,-7.66658222328369,1.76639945315178e-14,5.75809801120199e-13
"YHR205W",319.548583593024,1.59721600406099,0.208527261492519,7.65950692791452,1.86648281445309e-14,6.05314734287249e-13
"YFL021W",198.883654674518,1.65207635781099,0.215884946201533,7.6525778516708,1.96989772707746e-14,6.35593531940708e-13
"YGR234W",1761.99425690235,-1.39319260304472,0.182149095454071,-7.64863860329194,2.03118204348566e-14,6.52040367665143e-13
"YHR141C",395.077091233492,-1.41866182557735,0.186531170450846,-7.60549468567879,2.83816167462472e-14,9.06491637895289e-13
"YKL001C",232.268741579102,-1.76318158302823,0.231880891722088,-7.60382440283791,2.87505298902846e-14,9.1366005540784e-13
"YNL031C",816.029796411081,-1.05924386656831,0.139846208040494,-7.57434814579739,3.60935301717756e-14,1.14127742403154e-12
"YIL162W",84.4430326090394,-1.7575762312202,0.232130091517971,-7.57151397187182,3.68899384774799e-14,1.15781299089935e-12
"YOL138C",193.850485074922,1.54497799593551,0.20406018162174,7.57118798805829,3.69826413917884e-14,1.15781299089935e-12
"YLR076C",541.144075145646,-1.53519055017191,0.20302470580494,-7.56159475313745,3.98157212740546e-14,1.2403675927937e-12
"YLL040C",1101.68862375849,1.20891868274595,0.160419938027402,7.53596278374978,4.84744830543074e-14,1.50270897468353e-12
"YNL302C",297.277502744638,-1.44378879663166,0.19188348617707,-7.52429938290435,5.3003768604668e-14,1.63510162271181e-12
"YLL016W",77.9308260910961,1.7612173619877,0.234404917701446,7.51356831272161,5.75370969128776e-14,1.7663330139662e-12
"YHR043C",172.191790939042,-1.8633715245927,0.249099486603843,-7.4804310117111,7.40792484575225e-14,2.26317472099214e-12
"YBL015W",375.11126621955,-1.56182439145397,0.208843271245705,-7.47845205707623,7.52031258211951e-14,2.28646426775595e-12
"YJR009C",1872.22903584786,1.2679287961663,0.169803393582901,7.46704037777241,8.20186067906771e-14,2.48174961408728e-12
"YER062C",212.31404221238,1.38001923003241,0.185212118591237,7.45102016287666,9.26212043734492e-14,2.7892214117033e-12
"YER074W",469.996956688775,-1.27844204768285,0.171689321918998,-7.44625252982252,9.60289113329141e-14,2.87813666004431e-12
"YKL096W-A",3526.6819005963,1.41474051493373,0.190023235755238,7.44509222417413,9.68767183058602e-14,2.8898507856899e-12
"YDL067C",445.459761001177,-1.21546640719699,0.163675411490934,-7.42607821251339,1.1186486688336e-13,3.32128365338201e-12
"YDL181W",406.719917584405,-1.27023341620716,0.171680585184508,-7.39881807160671,1.3740194133704e-13,4.06041998605347e-12
"YHR010W",351.454475116698,-1.3641513899539,0.184419500258271,-7.39700187910428,1.39293579911636e-13,4.09717488074971e-12
"YGR211W",221.77126133758,-1.47270226295203,0.199808930213314,-7.37055276448248,1.69921994242534e-13,4.97493838698976e-12
"YGL180W",235.560789913254,1.39721498392898,0.189643600451758,7.36758309060058,1.73749144362294e-13,5.063546492844e-12
"YOR136W",797.56312940151,-1.13005973739755,0.153624855951059,-7.35596938660475,1.89546456149054e-13,5.49858618663587e-12
"YPR044C",509.357706877115,-1.08621901159815,0.147961038712803,-7.34125024430611,2.11607733314872e-13,6.11053564147604e-12
"YER131W",308.097568041382,-1.65066601754485,0.224871244710825,-7.34049397764282,2.12806949438499e-13,6.11723249204122e-12
"YOL059W",136.602347397885,1.62686402051991,0.22214184843788,7.32353688402321,2.41519171301267e-13,6.91116397877473e-12
"YGL187C",839.097693530592,-0.991282354488871,0.135408937568468,-7.32065676231776,2.46760261636774e-13,7.02933285851784e-12
"YLR436C",218.734706431495,1.4950195728557,0.204562463611059,7.30837684717287,2.70388595721913e-13,7.66788107329765e-12
"YLR152C",158.074865418494,1.43312624161863,0.19656980999314,7.29067317951139,3.08410086727254e-13,8.70707762706767e-12
"YPL075W",157.886230691426,1.65030059287287,0.226517442762302,7.28553427386442,3.2039800450783e-13,9.00531991336673e-12
"YML012W",244.041182656363,-1.41037009238571,0.193622525077692,-7.28412198849174,3.23771950119184e-13,9.0598841263439e-12
"YGR085C",340.77431584979,-1.37699750775908,0.189107532545901,-7.28155821833722,3.29986186940753e-13,9.19309535776795e-12
